path,name,bg_color,t_pos,t_x,t_y,t_ori,d_ori,t_color,d_color,t_shape,d_shape,t_height,d_height,t_height2,d_height2,t_width,d_width
orientations,image_ellipse_0_90.png,#ffffff,47,654.2570398469312,959.0132543561692,0,90,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_5.png,#ffffff,13,808.5978112864356,230.79788041303905,15,5,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_25.png,#ffffff,23,231.92935649763632,497.73609284053146,15,25,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_-5.png,#ffffff,8,78.2526074546895,213.89768406344416,15,-5,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_35.png,#ffffff,48,800.4217369601333,946.1167455170101,15,35,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_-15.png,#ffffff,1,85.79306167269458,69.10181445289379,15,-15,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_45.png,#ffffff,7,960.4617089716461,70.58017022330642,15,45,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_-25.png,#ffffff,45,358.2423177435239,964.3884233620878,15,-25,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_55.png,#ffffff,31,377.39300276342783,643.7607509297519,15,55,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_-35.png,#ffffff,10,361.3189667212869,213.44225567771815,15,-35,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_65.png,#ffffff,47,661.4972344344849,936.4440877998569,15,65,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_-45.png,#ffffff,20,795.2333490099086,359.7396580422827,15,-45,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_75.png,#ffffff,49,951.2555030377825,936.3009563850028,15,75,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_-55.png,#ffffff,5,670.8349587575714,68.12298918584324,15,-55,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_85.png,#ffffff,5,670.9189370992387,66.57564899639812,15,85,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_-65.png,#ffffff,26,670.9101253684047,524.5612747845345,15,-65,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_95.png,#ffffff,33,650.8043931136793,656.8831953224923,15,95,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_-75.png,#ffffff,41,800.7323888390035,815.6724609875747,15,-75,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_15_105.png,#ffffff,22,71.70463428064832,523.783798088094,15,105,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_20.png,#ffffff,41,800.3483712960199,819.2739585635429,30,20,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_40.png,#ffffff,8,72.83288564323632,213.72089159494806,30,40,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_10.png,#ffffff,20,797.8820073637179,372.48692926670986,30,10,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_50.png,#ffffff,35,955.1422245463192,657.4454820173837,30,50,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_0.png,#ffffff,14,938.240834848373,218.13753632067645,30,0,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_60.png,#ffffff,1,84.50109035398361,84.9642654196609,30,60,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_-10.png,#ffffff,25,500.28717533437646,499.6506163624365,30,-10,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_70.png,#ffffff,2,221.6871802958899,62.426334031721,30,70,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_-20.png,#ffffff,8,85.92954285529895,224.55407428639853,30,-20,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_80.png,#ffffff,8,75.21265049154528,224.48099478667893,30,80,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_-30.png,#ffffff,14,947.8338065374047,217.85308223152592,30,-30,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_90.png,#ffffff,16,211.13875638790603,370.0364496237265,30,90,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_-40.png,#ffffff,6,798.4890088422244,66.78157623229528,30,-40,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_100.png,#ffffff,2,211.92672742372645,87.06830986514339,30,100,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_-50.png,#ffffff,28,950.198109351813,499.8516005999504,30,-50,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_110.png,#ffffff,5,656.7602257866055,80.87347190843667,30,110,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_-60.png,#ffffff,43,85.60741247593528,946.3129324348338,30,-60,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_30_120.png,#ffffff,34,791.5633513844159,670.7936349037741,30,120,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_35.png,#ffffff,4,509.8078028803335,85.05654799963278,45,35,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_55.png,#ffffff,36,67.08957210615162,812.9729394003436,45,55,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_25.png,#ffffff,39,518.346082540847,794.7942827165473,45,25,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_65.png,#ffffff,13,798.3520465240289,224.77380835694908,45,65,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_15.png,#ffffff,47,660.563818661836,958.1709288837095,45,15,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_75.png,#ffffff,2,209.76818973802165,82.22991082951098,45,75,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_5.png,#ffffff,36,66.52724049527252,802.253661866313,45,5,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_85.png,#ffffff,44,207.515185263734,955.019819924406,45,85,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_-5.png,#ffffff,40,644.3857613217174,812.0238780788687,45,-5,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_95.png,#ffffff,28,950.1287951422063,522.3871568841716,45,95,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_-15.png,#ffffff,34,800.117427601914,670.4761909800693,45,-15,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_105.png,#ffffff,44,231.417906239352,947.1022122858512,45,105,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_-25.png,#ffffff,15,85.35493720428525,354.8014466575805,45,-25,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_115.png,#ffffff,10,361.55868485079037,224.7541151843693,45,115,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_-35.png,#ffffff,29,79.06626248124523,661.8324199973893,45,-35,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_125.png,#ffffff,39,509.64749950357884,791.0197846004131,45,125,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_-45.png,#ffffff,23,226.03230705702126,512.6357359915968,45,-45,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_45_135.png,#ffffff,9,209.663903163551,213.63376994165796,45,135,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_50.png,#ffffff,8,74.18776136283219,231.58881450538726,60,50,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_70.png,#ffffff,6,804.9165622405976,86.86172909407459,60,70,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_40.png,#ffffff,4,510.83887690247025,74.28526088872857,60,40,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_80.png,#ffffff,14,958.549510695345,223.76546697366723,60,80,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_30.png,#ffffff,13,794.580608500848,209.36774373161674,60,30,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_90.png,#ffffff,16,227.25783726317417,354.9962631082182,60,90,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_20.png,#ffffff,1,59.214425930588135,81.1217009040619,60,20,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_100.png,#ffffff,5,670.1294301853719,69.58685612762207,60,100,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_10.png,#ffffff,19,673.1471507595234,363.2531888539995,60,10,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_110.png,#ffffff,5,662.3650286630224,59.03439810017984,60,110,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_0.png,#ffffff,18,523.6130494632444,359.19294202581864,60,0,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_120.png,#ffffff,18,508.92515878933887,372.29484960920456,60,120,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_-10.png,#ffffff,21,960.4496880452492,367.2023421377118,60,-10,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_130.png,#ffffff,39,518.9121954296703,818.1592102839767,60,130,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_-20.png,#ffffff,34,790.1565785975449,660.7981722294671,60,-20,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_140.png,#ffffff,47,658.3431625267825,943.6684779634636,60,140,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_-30.png,#ffffff,10,351.0727817556997,226.81628814750982,60,-30,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_60_150.png,#ffffff,23,207.3680001627042,511.84192844544884,60,150,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_65.png,#ffffff,42,959.097218724614,811.7615786837138,75,65,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_85.png,#ffffff,45,356.5610326932143,955.2570852086781,75,85,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_55.png,#ffffff,26,666.7065446006645,515.3347506198791,75,55,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_95.png,#ffffff,18,511.35708500074975,376.37954568024657,75,95,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_45.png,#ffffff,2,217.33781764793125,88.00742901426382,75,45,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_105.png,#ffffff,18,523.784439818797,367.90594136404917,75,105,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_35.png,#ffffff,1,82.17911883929827,60.94983192113155,75,35,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_115.png,#ffffff,27,799.471786839019,513.3309670362115,75,115,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_25.png,#ffffff,3,377.6516748557534,72.9811781648969,75,25,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_125.png,#ffffff,10,371.0525101376774,231.80318752345775,75,125,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_15.png,#ffffff,10,355.18916909784514,211.8469093964892,75,15,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_135.png,#ffffff,13,815.4433866627754,219.00819096596695,75,135,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_5.png,#ffffff,29,59.7289234909411,666.0457502496118,75,5,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_145.png,#ffffff,25,526.6899285297231,506.9412163855503,75,145,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_-5.png,#ffffff,43,81.18063233633737,941.1268910000347,75,-5,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_155.png,#ffffff,41,793.8554449731946,799.4367196296528,75,155,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_-15.png,#ffffff,38,376.8436722125383,816.7509816083165,75,-15,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_75_165.png,#ffffff,28,957.5979970185026,507.95804164451783,75,165,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_80.png,#ffffff,32,499.63820856223026,665.3951757981008,90,80,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_100.png,#ffffff,39,503.57195814970976,810.3222931915845,90,100,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_70.png,#ffffff,17,362.20662973286187,368.48536338549366,90,70,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_110.png,#ffffff,43,70.7811179715915,959.09803834173,90,110,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_60.png,#ffffff,32,514.8274891054901,671.2310810336375,90,60,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_120.png,#ffffff,44,213.03726373745002,957.3827086332492,90,120,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_50.png,#ffffff,2,221.84809537402305,82.76176546224772,90,50,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_130.png,#ffffff,18,506.7534337072675,360.9547109163599,90,130,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_40.png,#ffffff,46,509.72856825423094,963.9937510584748,90,40,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_140.png,#ffffff,19,665.6949179857919,363.7706737233233,90,140,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_30.png,#ffffff,26,647.3302526801284,517.4049343951502,90,30,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_150.png,#ffffff,41,806.3183004850147,803.2762708022058,90,150,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_20.png,#ffffff,40,659.8754283859781,812.5503379324356,90,20,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_160.png,#ffffff,45,370.75186161747644,962.7590631672026,90,160,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_10.png,#ffffff,33,663.3324152806349,650.9653298649963,90,10,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_170.png,#ffffff,5,670.7374583357362,82.50760169725119,90,170,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_0.png,#ffffff,22,69.46171871403222,499.47682595913886,90,0,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_90_180.png,#ffffff,2,222.25935196800293,79.73041903571998,90,180,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_95.png,#ffffff,36,88.08177101656855,801.6426122068927,105,95,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_115.png,#ffffff,36,81.25930706545603,798.1182362070806,105,115,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_85.png,#ffffff,12,646.8732080262364,231.7162651311009,105,85,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_125.png,#ffffff,40,664.829593485872,793.0383553289664,105,125,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_75.png,#ffffff,32,522.3850417842593,670.2378840695509,105,75,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_135.png,#ffffff,34,812.384984720808,658.7638814538478,105,135,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_65.png,#ffffff,48,819.0781045519934,960.3654703923416,105,65,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_145.png,#ffffff,22,62.24809478020795,504.0997063714302,105,145,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_55.png,#ffffff,38,366.1600121116215,814.4934762879333,105,55,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_155.png,#ffffff,8,88.07268319476273,233.1851406180686,105,155,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_45.png,#ffffff,13,797.1592737488086,211.562701542791,105,45,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_165.png,#ffffff,34,791.570459348386,664.1200439980876,105,165,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_35.png,#ffffff,49,960.7928401589743,958.2831851073826,105,35,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_175.png,#ffffff,27,797.0471793270933,500.368397846848,105,175,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_25.png,#ffffff,29,58.34001742883359,652.5921850146862,105,25,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_185.png,#ffffff,11,497.2413326580397,233.9219527839527,105,185,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_15.png,#ffffff,6,790.4017987074252,77.18461174676605,105,15,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_105_195.png,#ffffff,8,60.356028828651716,229.0611760047539,105,195,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_110.png,#ffffff,19,664.3026873038915,354.09109677630005,120,110,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_130.png,#ffffff,7,955.6709427642472,84.2807068799364,120,130,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_100.png,#ffffff,28,945.3230568213169,506.9728527456233,120,100,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_140.png,#ffffff,8,67.14301071121277,207.00026991019803,120,140,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_90.png,#ffffff,1,71.86976574373163,59.78196774003774,120,90,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_150.png,#ffffff,5,646.6604125053715,58.94480971614455,120,150,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_80.png,#ffffff,43,82.4592999151856,953.1363773159743,120,80,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_160.png,#ffffff,40,665.9672662845315,798.9220043785912,120,160,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_70.png,#ffffff,31,378.23179456856025,646.1539582286103,120,70,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_170.png,#ffffff,20,806.7780912345851,359.9885174424095,120,170,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_60.png,#ffffff,45,352.47254720298054,942.1731497418322,120,60,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_180.png,#ffffff,31,361.9001794400888,662.1778115911642,120,180,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_50.png,#ffffff,49,948.5015832083478,942.7708077691598,120,50,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_190.png,#ffffff,13,790.2123322573117,208.31056386978963,120,190,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_40.png,#ffffff,22,79.54058510473511,502.59962192099385,120,40,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_200.png,#ffffff,37,210.42793278221788,799.7478281918821,120,200,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_30.png,#ffffff,42,960.5095262373324,796.7073131667191,120,30,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_120_210.png,#ffffff,11,512.5363009412761,212.3627803036568,120,210,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_125.png,#ffffff,43,60.56724496551891,950.2893343775627,135,125,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_145.png,#ffffff,41,799.6324630818854,795.9140869129346,135,145,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_115.png,#ffffff,40,645.8049375096582,818.9947023282884,135,115,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_155.png,#ffffff,27,813.3605868032145,498.32731912104396,135,155,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_105.png,#ffffff,41,815.4495146900881,799.712011414542,135,105,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_165.png,#ffffff,33,666.0624275789318,652.9695893216611,135,165,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_95.png,#ffffff,18,500.33266374999164,357.76997961971335,135,95,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_175.png,#ffffff,37,230.05524698617484,797.899331190906,135,175,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_85.png,#ffffff,19,646.6419021684707,376.2173878312202,135,85,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_185.png,#ffffff,23,223.91448573383306,509.08251221578973,135,185,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_75.png,#ffffff,34,791.3467992670389,667.2259955372083,135,75,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_195.png,#ffffff,38,370.0972640498828,794.2851366806794,135,195,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_65.png,#ffffff,44,226.05559653144806,954.4435452539051,135,65,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_205.png,#ffffff,3,350.88747878337205,81.31470408750758,135,205,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_55.png,#ffffff,43,84.0017407126613,957.9806839292138,135,55,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_215.png,#ffffff,23,204.53563119727167,525.8816684696765,135,215,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_45.png,#ffffff,6,806.4637498616247,64.9463313561007,135,45,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_135_225.png,#ffffff,42,935.9742513078565,818.8397867683874,135,225,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_150_140.png,#ffffff,32,512.9667736039346,647.0173562196637,150,140,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_150_160.png,#ffffff,8,60.99269037382322,210.8795167790143,150,160,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_150_130.png,#ffffff,34,797.4494898940782,645.4627482660977,150,130,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
orientations,image_ellipse_150_170.png,#ffffff,10,369.97579093804245,208.41417355443684,150,170,#023858,#023858,ellipse,ellipse,75,75,50,50,20,20
