path,name,bg_color,t_pos,t_x,t_y,t_ori,d_ori,t_color,d_color,t_shape,d_shape,t_height,d_height,t_height2,d_height2,t_width,d_width
sizes,image_rectangle_6_0.25.png,#ffffff,46,502.57260054624055,958.1171394650144,6,6,#023858,#023858,rectangle,rectangle,18,75,12,50,3,15
sizes,image_rectangle_6_0.5.png,#ffffff,8,59.500892676841616,216.8349867708419,6,6,#023858,#023858,rectangle,rectangle,37,75,25,50,7,15
sizes,image_rectangle_6_0.75.png,#ffffff,30,224.941159771773,645.1387387363786,6,6,#023858,#023858,rectangle,rectangle,56,75,37,50,11,15
sizes,image_rectangle_6_1.25.png,#ffffff,24,365.01606249771606,511.8565638690259,6,6,#023858,#023858,rectangle,rectangle,93,75,62,50,18,15
sizes,image_rectangle_6_1.5.png,#ffffff,45,353.2932310008894,963.5716511228193,6,6,#023858,#023858,rectangle,rectangle,112,75,75,50,22,15
sizes,image_rectangle_6_1.75.png,#ffffff,31,364.3047057144877,655.1290804908765,6,6,#023858,#023858,rectangle,rectangle,131,75,87,50,26,15
sizes,image_rectangle_6_2.png,#ffffff,26,648.7588706703548,499.8265905851317,6,6,#023858,#023858,rectangle,rectangle,150,75,100,50,30,15
sizes,image_ellipse_6_0.25.png,#ffffff,13,792.5974523869139,226.59799830674987,6,6,#023858,#023858,ellipse,ellipse,18,75,12,50,5,20
sizes,image_ellipse_6_0.5.png,#ffffff,36,70.68454857540435,801.8693541374927,6,6,#023858,#023858,ellipse,ellipse,37,75,25,50,10,20
sizes,image_ellipse_6_0.75.png,#ffffff,38,370.31776766005567,789.6154065048596,6,6,#023858,#023858,ellipse,ellipse,56,75,37,50,15,20
sizes,image_ellipse_6_1.25.png,#ffffff,25,502.47674464025386,518.7610359464801,6,6,#023858,#023858,ellipse,ellipse,93,75,62,50,25,20
sizes,image_ellipse_6_1.5.png,#ffffff,30,222.1473551054465,668.8180395049484,6,6,#023858,#023858,ellipse,ellipse,112,75,75,50,30,20
sizes,image_ellipse_6_1.75.png,#ffffff,22,74.57169026558297,497.19792661682425,6,6,#023858,#023858,ellipse,ellipse,131,75,87,50,35,20
sizes,image_ellipse_6_2.png,#ffffff,47,662.7632981372739,955.9745369953225,6,6,#023858,#023858,ellipse,ellipse,150,75,100,50,40,20
sizes,image_circle_6_0.25.png,#ffffff,9,226.88034775715772,228.15283877111736,6,6,#023858,#023858,circle,circle,18,75,12,50,18,75
sizes,image_circle_6_0.5.png,#ffffff,3,376.6965394900814,80.60908411188652,6,6,#023858,#023858,circle,circle,37,75,25,50,37,75
sizes,image_circle_6_0.75.png,#ffffff,49,942.3216059534452,958.015605412541,6,6,#023858,#023858,circle,circle,56,75,37,50,56,75
sizes,image_circle_6_1.25.png,#ffffff,5,665.3705967130245,85.41224592433755,6,6,#023858,#023858,circle,circle,93,75,62,50,93,75
sizes,image_circle_6_1.5.png,#ffffff,44,230.59810830815826,962.399313565471,6,6,#023858,#023858,circle,circle,112,75,75,50,112,75
sizes,image_circle_6_1.75.png,#ffffff,5,667.8683188812096,81.96396561804806,6,6,#023858,#023858,circle,circle,131,75,87,50,131,75
sizes,image_circle_6_2.png,#ffffff,5,672.1023351562225,78.91092378063584,6,6,#023858,#023858,circle,circle,150,75,100,50,150,75
sizes,image_square_6_0.25.png,#ffffff,49,959.4163266114143,961.3397147424361,6,6,#023858,#023858,square,square,18,75,12,50,18,75
sizes,image_square_6_0.5.png,#ffffff,38,373.8576321279763,793.3871278910135,6,6,#023858,#023858,square,square,37,75,25,50,37,75
sizes,image_square_6_0.75.png,#ffffff,10,358.52673373873705,214.7758364727873,6,6,#023858,#023858,square,square,56,75,37,50,56,75
sizes,image_square_6_1.25.png,#ffffff,34,803.989399601742,662.9622173692102,6,6,#023858,#023858,square,square,93,75,62,50,93,75
sizes,image_square_6_1.5.png,#ffffff,13,792.1312197426258,231.68691164436564,6,6,#023858,#023858,square,square,112,75,75,50,112,75
sizes,image_square_6_1.75.png,#ffffff,3,353.3820111914761,71.67319900741569,6,6,#023858,#023858,square,square,131,75,87,50,131,75
sizes,image_square_6_2.png,#ffffff,16,221.22046994323068,374.4476976172252,6,6,#023858,#023858,square,square,150,75,100,50,150,75
sizes,image_rectangle_12_0.25.png,#ffffff,20,797.865125400205,353.0642597124014,12,12,#023858,#023858,rectangle,rectangle,18,75,12,50,3,15
sizes,image_rectangle_12_0.5.png,#ffffff,38,379.85421075104585,810.1603216172988,12,12,#023858,#023858,rectangle,rectangle,37,75,25,50,7,15
sizes,image_rectangle_12_0.75.png,#ffffff,20,800.1836351548652,379.0668283400947,12,12,#023858,#023858,rectangle,rectangle,56,75,37,50,11,15
sizes,image_rectangle_12_1.25.png,#ffffff,33,658.4343558610719,671.1785575405227,12,12,#023858,#023858,rectangle,rectangle,93,75,62,50,18,15
sizes,image_rectangle_12_1.5.png,#ffffff,36,69.72162368608764,819.5441701818546,12,12,#023858,#023858,rectangle,rectangle,112,75,75,50,22,15
sizes,image_rectangle_12_1.75.png,#ffffff,32,509.86420823949595,668.5912676624317,12,12,#023858,#023858,rectangle,rectangle,131,75,87,50,26,15
sizes,image_rectangle_12_2.png,#ffffff,20,806.6439280062756,368.3560232212933,12,12,#023858,#023858,rectangle,rectangle,150,75,100,50,30,15
sizes,image_ellipse_12_0.25.png,#ffffff,3,354.0507164625698,83.20312688828027,12,12,#023858,#023858,ellipse,ellipse,18,75,12,50,5,20
sizes,image_ellipse_12_0.5.png,#ffffff,49,942.2573215632032,954.9329436269294,12,12,#023858,#023858,ellipse,ellipse,37,75,25,50,10,20
sizes,image_ellipse_12_0.75.png,#ffffff,18,510.5309451441691,357.7947068912725,12,12,#023858,#023858,ellipse,ellipse,56,75,37,50,15,20
sizes,image_ellipse_12_1.25.png,#ffffff,6,813.991974586472,71.70313485491461,12,12,#023858,#023858,ellipse,ellipse,93,75,62,50,25,20
sizes,image_ellipse_12_1.5.png,#ffffff,22,69.68764708552804,507.8013855338593,12,12,#023858,#023858,ellipse,ellipse,112,75,75,50,30,20
sizes,image_ellipse_12_1.75.png,#ffffff,26,646.1583045409235,523.5838245702088,12,12,#023858,#023858,ellipse,ellipse,131,75,87,50,35,20
sizes,image_ellipse_12_2.png,#ffffff,41,812.2027644863228,815.5995999188976,12,12,#023858,#023858,ellipse,ellipse,150,75,100,50,40,20
sizes,image_circle_12_0.25.png,#ffffff,23,232.61192984330634,510.5907947536939,12,12,#023858,#023858,circle,circle,18,75,12,50,18,75
sizes,image_circle_12_0.5.png,#ffffff,37,219.10800156713617,798.4822228021992,12,12,#023858,#023858,circle,circle,37,75,25,50,37,75
sizes,image_circle_12_0.75.png,#ffffff,27,808.4542874156094,525.7192872707637,12,12,#023858,#023858,circle,circle,56,75,37,50,56,75
sizes,image_circle_12_1.25.png,#ffffff,5,663.7311438138996,83.02832532022157,12,12,#023858,#023858,circle,circle,93,75,62,50,93,75
sizes,image_circle_12_1.5.png,#ffffff,22,78.71739704562074,517.1639442049106,12,12,#023858,#023858,circle,circle,112,75,75,50,112,75
sizes,image_circle_12_1.75.png,#ffffff,8,87.02669766711496,213.1546858904873,12,12,#023858,#023858,circle,circle,131,75,87,50,131,75
sizes,image_circle_12_2.png,#ffffff,2,219.13060571882727,67.96200688393203,12,12,#023858,#023858,circle,circle,150,75,100,50,150,75
sizes,image_square_12_0.25.png,#ffffff,42,937.6009841435351,815.0200562611606,12,12,#023858,#023858,square,square,18,75,12,50,18,75
sizes,image_square_12_0.5.png,#ffffff,44,207.00307879344743,965.6241561821565,12,12,#023858,#023858,square,square,37,75,25,50,37,75
sizes,image_square_12_0.75.png,#ffffff,32,509.54028814575327,660.3162316130329,12,12,#023858,#023858,square,square,56,75,37,50,56,75
sizes,image_square_12_1.25.png,#ffffff,11,503.03197047281503,223.5450599083371,12,12,#023858,#023858,square,square,93,75,62,50,93,75
sizes,image_square_12_1.5.png,#ffffff,18,508.8719252034456,351.8018914252646,12,12,#023858,#023858,square,square,112,75,75,50,112,75
sizes,image_square_12_1.75.png,#ffffff,30,223.65960061055705,661.3397366942012,12,12,#023858,#023858,square,square,131,75,87,50,131,75
sizes,image_square_12_2.png,#ffffff,47,649.7427264180418,957.2140188374591,12,12,#023858,#023858,square,square,150,75,100,50,150,75
sizes,image_rectangle_18_0.25.png,#ffffff,20,808.8446900425059,368.796432183858,18,18,#023858,#023858,rectangle,rectangle,18,75,12,50,3,15
sizes,image_rectangle_18_0.5.png,#ffffff,7,945.3636986587761,80.18168439837144,18,18,#023858,#023858,rectangle,rectangle,37,75,25,50,7,15
sizes,image_rectangle_18_0.75.png,#ffffff,48,795.4818542315651,940.5961003364393,18,18,#023858,#023858,rectangle,rectangle,56,75,37,50,11,15
sizes,image_rectangle_18_1.25.png,#ffffff,18,525.0388525119173,367.53755251364527,18,18,#023858,#023858,rectangle,rectangle,93,75,62,50,18,15
sizes,image_rectangle_18_1.5.png,#ffffff,47,644.4550075484862,944.1796949815804,18,18,#023858,#023858,rectangle,rectangle,112,75,75,50,22,15
sizes,image_rectangle_18_1.75.png,#ffffff,22,66.05359844661535,521.7495360855579,18,18,#023858,#023858,rectangle,rectangle,131,75,87,50,26,15
sizes,image_rectangle_18_2.png,#ffffff,11,504.7124090528573,220.22431054148953,18,18,#023858,#023858,rectangle,rectangle,150,75,100,50,30,15
sizes,image_ellipse_18_0.25.png,#ffffff,29,87.41944435983976,655.2686358394434,18,18,#023858,#023858,ellipse,ellipse,18,75,12,50,5,20
sizes,image_ellipse_18_0.5.png,#ffffff,24,369.65572420912,509.46746626987795,18,18,#023858,#023858,ellipse,ellipse,37,75,25,50,10,20
sizes,image_ellipse_18_0.75.png,#ffffff,11,525.1234824143439,231.88090058095676,18,18,#023858,#023858,ellipse,ellipse,56,75,37,50,15,20
sizes,image_ellipse_18_1.25.png,#ffffff,24,364.96496360238973,500.4524950955022,18,18,#023858,#023858,ellipse,ellipse,93,75,62,50,25,20
sizes,image_ellipse_18_1.5.png,#ffffff,18,519.4980368283361,355.2722168583219,18,18,#023858,#023858,ellipse,ellipse,112,75,75,50,30,20
sizes,image_ellipse_18_1.75.png,#ffffff,20,811.4385988082201,380.51821419757175,18,18,#023858,#023858,ellipse,ellipse,131,75,87,50,35,20
sizes,image_ellipse_18_2.png,#ffffff,35,947.0913896641167,645.5907584609394,18,18,#023858,#023858,ellipse,ellipse,150,75,100,50,40,20
sizes,image_circle_18_0.25.png,#ffffff,34,803.6999220170903,660.5230229085362,18,18,#023858,#023858,circle,circle,18,75,12,50,18,75
sizes,image_circle_18_0.5.png,#ffffff,7,943.6419883041827,79.54670139278053,18,18,#023858,#023858,circle,circle,37,75,25,50,37,75
sizes,image_circle_18_0.75.png,#ffffff,27,799.7489908871826,508.41545805246415,18,18,#023858,#023858,circle,circle,56,75,37,50,56,75
sizes,image_circle_18_1.25.png,#ffffff,26,657.4595701409386,516.033051828305,18,18,#023858,#023858,circle,circle,93,75,62,50,93,75
sizes,image_circle_18_1.5.png,#ffffff,11,500.6707212331951,213.59967647129545,18,18,#023858,#023858,circle,circle,112,75,75,50,112,75
sizes,image_circle_18_1.75.png,#ffffff,47,667.7215898443715,942.4797189326667,18,18,#023858,#023858,circle,circle,131,75,87,50,131,75
sizes,image_circle_18_2.png,#ffffff,23,232.30699885944682,498.70963897464753,18,18,#023858,#023858,circle,circle,150,75,100,50,150,75
sizes,image_square_18_0.25.png,#ffffff,37,216.7236924300111,791.3964004857949,18,18,#023858,#023858,square,square,18,75,12,50,18,75
sizes,image_square_18_0.5.png,#ffffff,2,204.86766577484696,74.38070229905027,18,18,#023858,#023858,square,square,37,75,25,50,37,75
sizes,image_square_18_0.75.png,#ffffff,34,806.5041193189834,660.6775609505128,18,18,#023858,#023858,square,square,56,75,37,50,56,75
sizes,image_square_18_1.25.png,#ffffff,47,645.1404036851512,960.052411240745,18,18,#023858,#023858,square,square,93,75,62,50,93,75
sizes,image_square_18_1.5.png,#ffffff,15,81.89086133348088,354.6709526679759,18,18,#023858,#023858,square,square,112,75,75,50,112,75
sizes,image_square_18_1.75.png,#ffffff,46,516.2363979655969,943.027446359596,18,18,#023858,#023858,square,square,131,75,87,50,131,75
sizes,image_square_18_2.png,#ffffff,36,60.618006900351304,808.5172186948206,18,18,#023858,#023858,square,square,150,75,100,50,150,75
sizes,image_rectangle_24_0.25.png,#ffffff,18,497.4610971359773,354.0106838014171,24,24,#023858,#023858,rectangle,rectangle,18,75,12,50,3,15
sizes,image_rectangle_24_0.5.png,#ffffff,35,957.96150197081,663.8699054905583,24,24,#023858,#023858,rectangle,rectangle,37,75,25,50,7,15
sizes,image_rectangle_24_0.75.png,#ffffff,10,380.4074851627358,230.37920487832938,24,24,#023858,#023858,rectangle,rectangle,56,75,37,50,11,15
sizes,image_rectangle_24_1.25.png,#ffffff,47,658.4303126555428,959.535504831201,24,24,#023858,#023858,rectangle,rectangle,93,75,62,50,18,15
sizes,image_rectangle_24_1.5.png,#ffffff,29,67.85697359999725,654.3952160794502,24,24,#023858,#023858,rectangle,rectangle,112,75,75,50,22,15
sizes,image_rectangle_24_1.75.png,#ffffff,25,520.497337531855,510.5650482066286,24,24,#023858,#023858,rectangle,rectangle,131,75,87,50,26,15
sizes,image_rectangle_24_2.png,#ffffff,41,794.6807905670877,790.7245525430329,24,24,#023858,#023858,rectangle,rectangle,150,75,100,50,30,15
sizes,image_ellipse_24_0.25.png,#ffffff,48,808.8567306213096,939.9853955347953,24,24,#023858,#023858,ellipse,ellipse,18,75,12,50,5,20
sizes,image_ellipse_24_0.5.png,#ffffff,9,226.84584675928622,209.93680893823029,24,24,#023858,#023858,ellipse,ellipse,37,75,25,50,10,20
sizes,image_ellipse_24_0.75.png,#ffffff,1,59.19822712344259,81.96952699710283,24,24,#023858,#023858,ellipse,ellipse,56,75,37,50,15,20
sizes,image_ellipse_24_1.25.png,#ffffff,26,665.5158535600157,503.14354069642525,24,24,#023858,#023858,ellipse,ellipse,93,75,62,50,25,20
sizes,image_ellipse_24_1.5.png,#ffffff,43,87.5813484753026,952.9395939255016,24,24,#023858,#023858,ellipse,ellipse,112,75,75,50,30,20
sizes,image_ellipse_24_1.75.png,#ffffff,44,221.96922774910377,949.4139865877157,24,24,#023858,#023858,ellipse,ellipse,131,75,87,50,35,20
sizes,image_ellipse_24_2.png,#ffffff,18,516.281504173114,362.9654339019262,24,24,#023858,#023858,ellipse,ellipse,150,75,100,50,40,20
sizes,image_circle_24_0.25.png,#ffffff,26,671.537433247152,505.38697257491174,24,24,#023858,#023858,circle,circle,18,75,12,50,18,75
sizes,image_circle_24_0.5.png,#ffffff,15,64.49590568200094,370.38378210558676,24,24,#023858,#023858,circle,circle,37,75,25,50,37,75
sizes,image_circle_24_0.75.png,#ffffff,20,807.8513939195758,359.21375407879725,24,24,#023858,#023858,circle,circle,56,75,37,50,56,75
sizes,image_circle_24_1.25.png,#ffffff,4,510.85043821121735,75.99120576358439,24,24,#023858,#023858,circle,circle,93,75,62,50,93,75
sizes,image_circle_24_1.5.png,#ffffff,42,941.390339167401,793.0261554350732,24,24,#023858,#023858,circle,circle,112,75,75,50,112,75
sizes,image_circle_24_1.75.png,#ffffff,10,352.3753177983523,234.2379852478516,24,24,#023858,#023858,circle,circle,131,75,87,50,131,75
sizes,image_circle_24_2.png,#ffffff,4,521.1206859692484,85.18242736978442,24,24,#023858,#023858,circle,circle,150,75,100,50,150,75
sizes,image_square_24_0.25.png,#ffffff,19,651.6092182710929,372.7782997660582,24,24,#023858,#023858,square,square,18,75,12,50,18,75
sizes,image_square_24_0.5.png,#ffffff,48,790.8798469466143,937.1167788913712,24,24,#023858,#023858,square,square,37,75,25,50,37,75
sizes,image_square_24_0.75.png,#ffffff,44,207.01580594263194,936.7164929639627,24,24,#023858,#023858,square,square,56,75,37,50,56,75
sizes,image_square_24_1.25.png,#ffffff,21,946.5496823542555,374.22452417692,24,24,#023858,#023858,square,square,93,75,62,50,93,75
sizes,image_square_24_1.5.png,#ffffff,33,648.5509876150924,653.313402736492,24,24,#023858,#023858,square,square,112,75,75,50,112,75
sizes,image_square_24_1.75.png,#ffffff,8,85.25748993109293,226.14548501855805,24,24,#023858,#023858,square,square,131,75,87,50,131,75
sizes,image_square_24_2.png,#ffffff,44,210.89558363457172,954.797113110953,24,24,#023858,#023858,square,square,150,75,100,50,150,75
sizes,image_rectangle_30_0.25.png,#ffffff,34,816.7188534636704,643.8015592986329,30,30,#023858,#023858,rectangle,rectangle,18,75,12,50,3,15
sizes,image_rectangle_30_0.5.png,#ffffff,36,65.59250842566873,792.9141431400362,30,30,#023858,#023858,rectangle,rectangle,37,75,25,50,7,15
sizes,image_rectangle_30_0.75.png,#ffffff,9,231.33040964457234,226.71264424260957,30,30,#023858,#023858,rectangle,rectangle,56,75,37,50,11,15
sizes,image_rectangle_30_1.25.png,#ffffff,41,790.2275148570061,815.5178117859856,30,30,#023858,#023858,rectangle,rectangle,93,75,62,50,18,15
sizes,image_rectangle_30_1.5.png,#ffffff,37,226.9516286102826,812.5529910629915,30,30,#023858,#023858,rectangle,rectangle,112,75,75,50,22,15
sizes,image_rectangle_30_1.75.png,#ffffff,42,947.1600828658279,808.4965328626804,30,30,#023858,#023858,rectangle,rectangle,131,75,87,50,26,15
sizes,image_rectangle_30_2.png,#ffffff,33,655.7598107870781,652.6087961988534,30,30,#023858,#023858,rectangle,rectangle,150,75,100,50,30,15
sizes,image_ellipse_30_0.25.png,#ffffff,6,809.1732450477571,68.54581125902152,30,30,#023858,#023858,ellipse,ellipse,18,75,12,50,5,20
sizes,image_ellipse_30_0.5.png,#ffffff,35,961.4600524466433,673.1585726452702,30,30,#023858,#023858,ellipse,ellipse,37,75,25,50,10,20
sizes,image_ellipse_30_0.75.png,#ffffff,24,375.2524602438835,497.8758482654771,30,30,#023858,#023858,ellipse,ellipse,56,75,37,50,15,20
sizes,image_ellipse_30_1.25.png,#ffffff,25,512.5593166027518,515.870859824958,30,30,#023858,#023858,ellipse,ellipse,93,75,62,50,25,20
sizes,image_ellipse_30_1.5.png,#ffffff,23,206.28370407868152,513.3433061895445,30,30,#023858,#023858,ellipse,ellipse,112,75,75,50,30,20
sizes,image_ellipse_30_1.75.png,#ffffff,17,354.6734207325524,367.8523672153178,30,30,#023858,#023858,ellipse,ellipse,131,75,87,50,35,20
sizes,image_ellipse_30_2.png,#ffffff,8,86.2929690847881,224.5663420811469,30,30,#023858,#023858,ellipse,ellipse,150,75,100,50,40,20
sizes,image_circle_30_0.25.png,#ffffff,47,654.767830239265,953.7862611795828,30,30,#023858,#023858,circle,circle,18,75,12,50,18,75
sizes,image_circle_30_0.5.png,#ffffff,17,377.3301193030794,358.8770910185497,30,30,#023858,#023858,circle,circle,37,75,25,50,37,75
sizes,image_circle_30_0.75.png,#ffffff,42,951.3710836613184,814.8425401609591,30,30,#023858,#023858,circle,circle,56,75,37,50,56,75
sizes,image_circle_30_1.25.png,#ffffff,26,670.0811296337913,521.791638444296,30,30,#023858,#023858,circle,circle,93,75,62,50,93,75
sizes,image_circle_30_1.5.png,#ffffff,12,656.9073820918604,206.34303846277754,30,30,#023858,#023858,circle,circle,112,75,75,50,112,75
sizes,image_circle_30_1.75.png,#ffffff,35,939.8357054592033,649.167340420012,30,30,#023858,#023858,circle,circle,131,75,87,50,131,75
sizes,image_circle_30_2.png,#ffffff,1,80.55243227785392,58.92186616902583,30,30,#023858,#023858,circle,circle,150,75,100,50,150,75
sizes,image_square_30_0.25.png,#ffffff,5,669.5495686813325,67.6400724677399,30,30,#023858,#023858,square,square,18,75,12,50,18,75
sizes,image_square_30_0.5.png,#ffffff,38,375.6038865077239,794.5362380842769,30,30,#023858,#023858,square,square,37,75,25,50,37,75
sizes,image_square_30_0.75.png,#ffffff,47,661.0556028507332,965.4334824887586,30,30,#023858,#023858,square,square,56,75,37,50,56,75
sizes,image_square_30_1.25.png,#ffffff,29,77.8150013811793,669.7034558933823,30,30,#023858,#023858,square,square,93,75,62,50,93,75
sizes,image_square_30_1.5.png,#ffffff,2,209.22030855351252,77.4641628651644,30,30,#023858,#023858,square,square,112,75,75,50,112,75
sizes,image_square_30_1.75.png,#ffffff,12,672.1292353726575,207.21514191468987,30,30,#023858,#023858,square,square,131,75,87,50,131,75
sizes,image_square_30_2.png,#ffffff,15,85.30606435706426,359.0773683191665,30,30,#023858,#023858,square,square,150,75,100,50,150,75
sizes,image_rectangle_36_0.25.png,#ffffff,3,364.2055431721202,87.47914882494857,36,36,#023858,#023858,rectangle,rectangle,18,75,12,50,3,15
sizes,image_rectangle_36_0.5.png,#ffffff,18,518.5709804689375,363.33639695039005,36,36,#023858,#023858,rectangle,rectangle,37,75,25,50,7,15
sizes,image_rectangle_36_0.75.png,#ffffff,38,373.5643584556773,807.2599588247461,36,36,#023858,#023858,rectangle,rectangle,56,75,37,50,11,15
sizes,image_rectangle_36_1.25.png,#ffffff,2,229.88566989000293,87.08308488374433,36,36,#023858,#023858,rectangle,rectangle,93,75,62,50,18,15
sizes,image_rectangle_36_1.5.png,#ffffff,30,220.6000785844864,655.2229545838078,36,36,#023858,#023858,rectangle,rectangle,112,75,75,50,22,15
sizes,image_rectangle_36_1.75.png,#ffffff,6,809.2984070740372,86.6394144183129,36,36,#023858,#023858,rectangle,rectangle,131,75,87,50,26,15
sizes,image_rectangle_36_2.png,#ffffff,43,75.84903159113601,949.9694829801605,36,36,#023858,#023858,rectangle,rectangle,150,75,100,50,30,15
sizes,image_ellipse_36_0.25.png,#ffffff,14,943.8245269511502,204.8128942084512,36,36,#023858,#023858,ellipse,ellipse,18,75,12,50,5,20
sizes,image_ellipse_36_0.5.png,#ffffff,46,499.7104614950173,944.9125528627818,36,36,#023858,#023858,ellipse,ellipse,37,75,25,50,10,20
sizes,image_ellipse_36_0.75.png,#ffffff,45,352.95421680442075,943.2943852884453,36,36,#023858,#023858,ellipse,ellipse,56,75,37,50,15,20
sizes,image_ellipse_36_1.25.png,#ffffff,8,81.55203370250965,206.7934577023485,36,36,#023858,#023858,ellipse,ellipse,93,75,62,50,25,20
sizes,image_ellipse_36_1.5.png,#ffffff,27,815.2440910406267,497.79420747981817,36,36,#023858,#023858,ellipse,ellipse,112,75,75,50,30,20
sizes,image_ellipse_36_1.75.png,#ffffff,29,62.1937986812716,654.069728621469,36,36,#023858,#023858,ellipse,ellipse,131,75,87,50,35,20
sizes,image_ellipse_36_2.png,#ffffff,9,218.5002050542825,228.39311071632204,36,36,#023858,#023858,ellipse,ellipse,150,75,100,50,40,20
sizes,image_circle_36_0.25.png,#ffffff,37,212.57262618626402,790.9937116291159,36,36,#023858,#023858,circle,circle,18,75,12,50,18,75
sizes,image_circle_36_0.5.png,#ffffff,15,73.44148995538286,353.9803634413867,36,36,#023858,#023858,circle,circle,37,75,25,50,37,75
sizes,image_circle_36_0.75.png,#ffffff,49,962.4851757574124,938.8691179880819,36,36,#023858,#023858,circle,circle,56,75,37,50,56,75
sizes,image_circle_36_1.25.png,#ffffff,49,940.3842755766003,941.5770557559338,36,36,#023858,#023858,circle,circle,93,75,62,50,93,75
sizes,image_circle_36_1.5.png,#ffffff,4,518.4269885064781,71.34648508267246,36,36,#023858,#023858,circle,circle,112,75,75,50,112,75
sizes,image_circle_36_1.75.png,#ffffff,10,372.1214256910347,224.20100423564193,36,36,#023858,#023858,circle,circle,131,75,87,50,131,75
sizes,image_circle_36_2.png,#ffffff,49,956.8182023930431,960.4331948954535,36,36,#023858,#023858,circle,circle,150,75,100,50,150,75
